COUNTER, INTERPOLATED, RAW_CQ, AF3, F7, F3, FC5, T7, P7, O1, O2, P8,T8, FC6, F4, F8, AF4, GYROX, GYROY, TIMESTAMP, MARKER_HARDWARE, ES_TIMESTAMP, FUNC_ID, FUNC_VALUE, MARKER, SYNC_SIGNAL
98,0,3370,4150.89743589744,4171.28205128205,4173.71794871795,4166.79487179487,4171.28205128205,4167.69230769231,4171.79487179487,4247.4358974359,4172.17948717949,4177.4358974359,4116.92307692308,4158.33333333333,4172.94871794872,4161.41025641026,0,0,21.2210707294927,0,21.1103534698486,0,0,0,0
99,0,1329,4155.12820512821,4169.48717948718,4177.5641025641,4167.94871794872,4169.8717948718,4168.71794871795,4169.23076923077,4246.53846153846,4172.30769230769,4177.4358974359,4116.79487179487,4160.64102564103,4170,4158.20512820513,0,0,21.2288514091208,0,21.1103534698486,0,0,0,0
100,0,1703,4156.15384615385,4170.38461538462,4175,4168.97435897436,4171.53846153846,4170,4170.12820512821,4245,4174.10256410256,4180.25641025641,4118.71794871795,4156.79487179487,4170.51282051282,4157.94871794872,0,0,21.2366320887488,0,21.1103534698486,0,0,0,0
101,0,1110,4154.23076923077,4170.89743589744,4173.07692307692,4168.07692307692,4168.58974358974,4159.8717948718,4171.15384615385,4241.79487179487,4173.07692307692,4178.97435897436,4122.05128205128,4159.8717948718,4173.58974358974,4160.38461538462,0,0,21.2445118203428,0,21.2366313934326,0,0,0,0
102,0,3370,4149.35897435897,4170.38461538462,4170.12820512821,4165.76923076923,4162.5641025641,4151.28205128205,4167.30769230769,4243.33333333333,4169.8717948718,4178.20512820513,4122.05128205128,4158.07692307692,4175.38461538462,4157.17948717949,0,0,21.2524915519369,0,21.2366313934326,0,0,0,0
103,0,1329,4153.07692307692,4173.20512820513,4177.05128205128,4167.4358974359,4165.38461538462,4159.61538461538,4167.69230769231,4247.4358974359,4170.64102564103,4181.02564102564,4121.02564102564,4155.89743589744,4175.51282051282,4158.33333333333,0,0,21.2603712835309,0,21.2366313934326,0,0,0,0
104,0,1703,4156.66666666667,4171.79487179487,4179.35897435897,4165.89743589744,4171.41025641026,4170.64102564103,4171.15384615385,4241.15384615385,4171.66666666667,4180.38461538462,4119.35897435897,4158.33333333333,4173.33333333333,4158.84615384615,0,0,21.2681510151249,0,21.2366313934326,0,0,0,0
105,0,1110,4149.23076923077,4167.5641025641,4167.4358974359,4158.07692307692,4171.02564102564,4168.84615384615,4170.12820512821,4230.38461538462,4168.58974358974,4178.07692307692,4114.61538461538,4156.41025641026,4171.02564102564,4152.5641025641,0,0,21.2760298015308,0,21.2366313934326,0,0,0,0
106,0,3370,4148.58974358974,4167.69230769231,4171.66666666667,4160.38461538462,4169.35897435897,4166.41025641026,4167.94871794872,4230.12820512821,4167.5641025641,4177.4358974359,4112.4358974359,4156.02564102564,4169.23076923077,4155,0,0,21.2840085879367,0,21.2366313934326,0,0,0,0
107,0,1329,4157.82051282051,4170.89743589744,4178.07692307692,4172.5641025641,4172.5641025641,4171.28205128205,4169.23076923077,4233.33333333333,4170.51282051282,4177.5641025641,4111.41025641026,4152.17948717949,4169.10256410256,4157.17948717949,0,0,21.2919873743426,0,21.2366313934326,0,0,0,0
108,0,1703,4163.33333333333,4170.64102564103,4177.94871794872,4173.58974358974,4175,4171.79487179487,4170.12820512821,4232.69230769231,4171.28205128205,4177.30769230769,4111.66666666667,4156.02564102564,4174.10256410256,4160.38461538462,0,0,21.2997661607485,0,21.2366313934326,0,0,0,0
109,0,1110,4158.33333333333,4169.61538461538,4178.20512820513,4167.69230769231,4171.79487179487,4168.97435897436,4170.38461538462,4233.20512820513,4169.23076923077,4178.84615384615,4115.25641025641,4162.69230769231,4178.71794871795,4164.61538461538,0,0,21.3076462528323,0,21.2366313934326,0,0,0,0
110,0,3370,4151.15384615385,4172.94871794872,4173.33333333333,4170,4168.58974358974,4168.58974358974,4170.51282051282,4232.94871794872,4168.84615384615,4174.48717948718,4116.79487179487,4157.05128205128,4176.41025641026,4157.94871794872,0,0,21.3155263449162,0,21.2366313934326,0,0,0,0
